sample_index,problem_index,problem_version,question,answer,question_type,metadata,query_wo,query_cot,question_for_eval,path,prompt,type
974,195,Vision Dominant,"As shown in the figure, passing point P to draw the tangent PC of circle O, then the length of PC is ()
Choices:
A:1
B:√{3}
C:2
D:√{5}",B,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, passing point P to draw the tangent PC of circle O, then the length of PC is ()
Choices:
A:1
B:√{3}
C:2
D:√{5}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, passing point P to draw the tangent PC of circle O, then the length of PC is ()
Choices:
A:1
B:√{3}
C:2
D:√{5}","As shown in the figure, passing point P to draw the tangent PC of circle O, then the length of PC is ()
Choices:
A:1
B:√{3}
C:2
D:√{5}",images/mathverse_images/image_974.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, passing point P to draw the tangent PC of circle O, then the length of PC is ()
Choices:
A:1
B:√{3}
C:2
D:√{5}",direct
979,196,Vision Dominant,"As shown in the figure, the chord AB of the great circle  is tangent to the small circle, the area of ​​the torus is ()
Choices:
A:16m^2
B:8πm^2
C:64m^2
D:16πm^2",D,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Area', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, the chord AB of the great circle  is tangent to the small circle, the area of ​​the torus is ()
Choices:
A:16m^2
B:8πm^2
C:64m^2
D:16πm^2","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, the chord AB of the great circle  is tangent to the small circle, the area of ​​the torus is ()
Choices:
A:16m^2
B:8πm^2
C:64m^2
D:16πm^2","As shown in the figure, the chord AB of the great circle  is tangent to the small circle, the area of ​​the torus is ()
Choices:
A:16m^2
B:8πm^2
C:64m^2
D:16πm^2",images/mathverse_images/image_979.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, the chord AB of the great circle  is tangent to the small circle, the area of ​​the torus is ()
Choices:
A:16m^2
B:8πm^2
C:64m^2
D:16πm^2",direct
984,197,Vision Dominant,"As shown in the figure, circle O ia tangent to AB at point C, then S_triangle CDE is ()
Choices:
A:6√{5}
B:6√{3}
C:6√{2}
D:6",B,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Area', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, circle O ia tangent to AB at point C, then S_triangle CDE is ()
Choices:
A:6√{5}
B:6√{3}
C:6√{2}
D:6","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, circle O ia tangent to AB at point C, then S_triangle CDE is ()
Choices:
A:6√{5}
B:6√{3}
C:6√{2}
D:6","As shown in the figure, circle O ia tangent to AB at point C, then S_triangle CDE is ()
Choices:
A:6√{5}
B:6√{3}
C:6√{2}
D:6",images/mathverse_images/image_984.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, circle O ia tangent to AB at point C, then S_triangle CDE is ()
Choices:
A:6√{5}
B:6√{3}
C:6√{2}
D:6",direct
989,198,Vision Dominant,"There is an isosceles triangle. Find the area of the figure.
Choices:
A:30
B:60
C:120
D:240",B,multi-choice,"{'source': 'Geometry3K', 'split': 'testmini', 'subfield': 'Area', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: There is an isosceles triangle. Find the area of the figure.
Choices:
A:30
B:60
C:120
D:240","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: There is an isosceles triangle. Find the area of the figure.
Choices:
A:30
B:60
C:120
D:240","There is an isosceles triangle. Find the area of the figure.
Choices:
A:30
B:60
C:120
D:240",images/mathverse_images/image_989.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: There is an isosceles triangle. Find the area of the figure.
Choices:
A:30
B:60
C:120
D:240",direct
994,199,Vision Dominant,"Find O X.
Choices:
A:5
B:12
C:13
D:26",A,multi-choice,"{'source': 'Geometry3K', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Find O X.
Choices:
A:5
B:12
C:13
D:26","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Find O X.
Choices:
A:5
B:12
C:13
D:26","Find O X.
Choices:
A:5
B:12
C:13
D:26",images/mathverse_images/image_994.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Find O X.
Choices:
A:5
B:12
C:13
D:26",direct
999,200,Vision Dominant,"There is an isosceles triangle. Find x. Round to the nearest tenth.
Choices:
A:18.8
B:23.2
C:25.9
D:44.0",A,multi-choice,"{'source': 'Geometry3K', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: There is an isosceles triangle. Find x. Round to the nearest tenth.
Choices:
A:18.8
B:23.2
C:25.9
D:44.0","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: There is an isosceles triangle. Find x. Round to the nearest tenth.
Choices:
A:18.8
B:23.2
C:25.9
D:44.0","There is an isosceles triangle. Find x. Round to the nearest tenth.
Choices:
A:18.8
B:23.2
C:25.9
D:44.0",images/mathverse_images/image_999.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: There is an isosceles triangle. Find x. Round to the nearest tenth.
Choices:
A:18.8
B:23.2
C:25.9
D:44.0",direct
1004,201,Vision Dominant,"The distences between M and the two chords are equal. Find m \angle C A M.
Choices:
A:14
B:28
C:36
D:90",B,multi-choice,"{'source': 'Geometry3K', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: The distences between M and the two chords are equal. Find m \angle C A M.
Choices:
A:14
B:28
C:36
D:90","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: The distences between M and the two chords are equal. Find m \angle C A M.
Choices:
A:14
B:28
C:36
D:90","The distences between M and the two chords are equal. Find m \angle C A M.
Choices:
A:14
B:28
C:36
D:90",images/mathverse_images/image_1004.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: The distences between M and the two chords are equal. Find m \angle C A M.
Choices:
A:14
B:28
C:36
D:90",direct
1009,202,Vision Dominant,"In the figure below, lines l and m are parallel. What is the measure of \angle A B C? Express your answer in degrees.
Choices:
A:33
B:38
C:61
D:71",D,multi-choice,"{'source': 'Geometry3K', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: In the figure below, lines l and m are parallel. What is the measure of \angle A B C? Express your answer in degrees.
Choices:
A:33
B:38
C:61
D:71","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the figure below, lines l and m are parallel. What is the measure of \angle A B C? Express your answer in degrees.
Choices:
A:33
B:38
C:61
D:71","In the figure below, lines l and m are parallel. What is the measure of \angle A B C? Express your answer in degrees.
Choices:
A:33
B:38
C:61
D:71",images/mathverse_images/image_1009.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: In the figure below, lines l and m are parallel. What is the measure of \angle A B C? Express your answer in degrees.
Choices:
A:33
B:38
C:61
D:71",direct
1014,203,Vision Dominant,"Find the value of x in the diagram.
Choices:
A:68
B:78
C:79
D:136",A,multi-choice,"{'source': 'Geometry3K', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Find the value of x in the diagram.
Choices:
A:68
B:78
C:79
D:136","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Find the value of x in the diagram.
Choices:
A:68
B:78
C:79
D:136","Find the value of x in the diagram.
Choices:
A:68
B:78
C:79
D:136",images/mathverse_images/image_1014.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Find the value of x in the diagram.
Choices:
A:68
B:78
C:79
D:136",direct
1019,204,Vision Dominant,"M N and Y Z are parallel. Find N Z.
Choices:
A:12
B:16
C:24
D:32",C,multi-choice,"{'source': 'Geometry3K', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: M N and Y Z are parallel. Find N Z.
Choices:
A:12
B:16
C:24
D:32","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: M N and Y Z are parallel. Find N Z.
Choices:
A:12
B:16
C:24
D:32","M N and Y Z are parallel. Find N Z.
Choices:
A:12
B:16
C:24
D:32",images/mathverse_images/image_1019.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: M N and Y Z are parallel. Find N Z.
Choices:
A:12
B:16
C:24
D:32",direct
1024,205,Vision Dominant,"Find y.
Choices:
A:21
B:21 \sqrt { 2 }
C:21 \sqrt { 3 }
D:42",C,multi-choice,"{'source': 'Geometry3K', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Find y.
Choices:
A:21
B:21 \sqrt { 2 }
C:21 \sqrt { 3 }
D:42","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Find y.
Choices:
A:21
B:21 \sqrt { 2 }
C:21 \sqrt { 3 }
D:42","Find y.
Choices:
A:21
B:21 \sqrt { 2 }
C:21 \sqrt { 3 }
D:42",images/mathverse_images/image_1024.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Find y.
Choices:
A:21
B:21 \sqrt { 2 }
C:21 \sqrt { 3 }
D:42",direct
1029,206,Vision Dominant,"B C and E D are parallel. Find C D if A C = x - 3, and C D = x + 5.
Choices:
A:32
B:35
C:36
D:40",D,multi-choice,"{'source': 'Geometry3K', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: B C and E D are parallel. Find C D if A C = x - 3, and C D = x + 5.
Choices:
A:32
B:35
C:36
D:40","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: B C and E D are parallel. Find C D if A C = x - 3, and C D = x + 5.
Choices:
A:32
B:35
C:36
D:40","B C and E D are parallel. Find C D if A C = x - 3, and C D = x + 5.
Choices:
A:32
B:35
C:36
D:40",images/mathverse_images/image_1029.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: B C and E D are parallel. Find C D if A C = x - 3, and C D = x + 5.
Choices:
A:32
B:35
C:36
D:40",direct
1034,207,Vision Dominant,"Find the area of the shaded region. Round to the nearest tenth.
Choices:
A:104.7
B:157.1
C:235.6
D:314.2",B,multi-choice,"{'source': 'Geometry3K', 'split': 'testmini', 'subfield': 'Area', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Find the area of the shaded region. Round to the nearest tenth.
Choices:
A:104.7
B:157.1
C:235.6
D:314.2","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Find the area of the shaded region. Round to the nearest tenth.
Choices:
A:104.7
B:157.1
C:235.6
D:314.2","Find the area of the shaded region. Round to the nearest tenth.
Choices:
A:104.7
B:157.1
C:235.6
D:314.2",images/mathverse_images/image_1034.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Find the area of the shaded region. Round to the nearest tenth.
Choices:
A:104.7
B:157.1
C:235.6
D:314.2",direct
1039,208,Vision Dominant,"J K L M is a rectangle. M L P R is a rhombus. \angle J M K \cong \angle R M P. Find m \angle K M L.
Choices:
A:35
B:70
C:110
D:140",A,multi-choice,"{'source': 'Geometry3K', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: J K L M is a rectangle. M L P R is a rhombus. \angle J M K \cong \angle R M P. Find m \angle K M L.
Choices:
A:35
B:70
C:110
D:140","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: J K L M is a rectangle. M L P R is a rhombus. \angle J M K \cong \angle R M P. Find m \angle K M L.
Choices:
A:35
B:70
C:110
D:140","J K L M is a rectangle. M L P R is a rhombus. \angle J M K \cong \angle R M P. Find m \angle K M L.
Choices:
A:35
B:70
C:110
D:140",images/mathverse_images/image_1039.png,"Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: J K L M is a rectangle. M L P R is a rhombus. \angle J M K \cong \angle R M P. Find m \angle K M L.
Choices:
A:35
B:70
C:110
D:140",direct
