path,annotation_type,shape_color,background_color,size,prompt,shape
"images/VC_CoT/123_random_triangle_on_cross_142_size1.5_scolor-(0, 127, 0)_bcolor-(255, 255, 255)_annotated.png",123_random,"0, 127, 0","255, 255, 255",1.5,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_143_size1.5_scolor-(0, 127, 0)_bcolor-(0, 0, 0)_annotated.png",123_random,"0, 127, 0","0, 0, 0",1.5,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_144_size1.5_scolor-(0, 127, 0)_bcolor-(255, 0, 0)_annotated.png",123_random,"0, 127, 0","255, 0, 0",1.5,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_145_size1.5_scolor-(0, 127, 0)_bcolor-(0, 0, 255)_annotated.png",123_random,"0, 127, 0","0, 0, 255",1.5,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_146_size1.5_scolor-(127, 127, 255)_bcolor-(255, 255, 255)_annotated.png",123_random,"127, 127, 255","255, 255, 255",1.5,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_147_size1.5_scolor-(127, 127, 255)_bcolor-(0, 0, 0)_annotated.png",123_random,"127, 127, 255","0, 0, 0",1.5,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_148_size1.5_scolor-(127, 127, 255)_bcolor-(255, 0, 0)_annotated.png",123_random,"127, 127, 255","255, 0, 0",1.5,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_149_size1.5_scolor-(127, 127, 255)_bcolor-(0, 0, 255)_annotated.png",123_random,"127, 127, 255","0, 0, 255",1.5,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_14_size1.3_scolor-(127, 255, 0)_bcolor-(0, 0, 255)_annotated.png",123_random,"127, 255, 0","0, 0, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_150_size1.5_scolor-(127, 0, 255)_bcolor-(255, 255, 255)_annotated.png",123_random,"127, 0, 255","255, 255, 255",1.5,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_151_size1.5_scolor-(127, 0, 255)_bcolor-(0, 0, 0)_annotated.png",123_random,"127, 0, 255","0, 0, 0",1.5,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_152_size1.5_scolor-(127, 0, 255)_bcolor-(255, 0, 0)_annotated.png",123_random,"127, 0, 255","255, 0, 0",1.5,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_153_size1.5_scolor-(127, 0, 255)_bcolor-(0, 0, 255)_annotated.png",123_random,"127, 0, 255","0, 0, 255",1.5,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_15_size1.3_scolor-(0, 255, 0)_bcolor-(255, 255, 255)_annotated.png",123_random,"0, 255, 0","255, 255, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_16_size1.3_scolor-(0, 255, 0)_bcolor-(0, 0, 0)_annotated.png",123_random,"0, 255, 0","0, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_17_size1.3_scolor-(0, 255, 0)_bcolor-(255, 0, 0)_annotated.png",123_random,"0, 255, 0","255, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_18_size1.3_scolor-(0, 255, 0)_bcolor-(0, 0, 255)_annotated.png",123_random,"0, 255, 0","0, 0, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_19_size1.3_scolor-(0, 255, 127)_bcolor-(255, 255, 255)_annotated.png",123_random,"0, 255, 127","255, 255, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_1_size1.3_scolor-(255, 0, 0)_bcolor-(0, 0, 0)_annotated.png",123_random,"255, 0, 0","0, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_20_size1.3_scolor-(0, 255, 127)_bcolor-(0, 0, 0)_annotated.png",123_random,"0, 255, 127","0, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_21_size1.3_scolor-(0, 255, 127)_bcolor-(255, 0, 0)_annotated.png",123_random,"0, 255, 127","255, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_22_size1.3_scolor-(0, 255, 127)_bcolor-(0, 0, 255)_annotated.png",123_random,"0, 255, 127","0, 0, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_23_size1.3_scolor-(0, 255, 255)_bcolor-(255, 255, 255)_annotated.png",123_random,"0, 255, 255","255, 255, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_24_size1.3_scolor-(0, 255, 255)_bcolor-(0, 0, 0)_annotated.png",123_random,"0, 255, 255","0, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_25_size1.3_scolor-(0, 255, 255)_bcolor-(255, 0, 0)_annotated.png",123_random,"0, 255, 255","255, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_26_size1.3_scolor-(0, 255, 255)_bcolor-(0, 0, 255)_annotated.png",123_random,"0, 255, 255","0, 0, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_27_size1.3_scolor-(0, 127, 255)_bcolor-(255, 255, 255)_annotated.png",123_random,"0, 127, 255","255, 255, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_28_size1.3_scolor-(0, 127, 255)_bcolor-(0, 0, 0)_annotated.png",123_random,"0, 127, 255","0, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_29_size1.3_scolor-(0, 127, 255)_bcolor-(255, 0, 0)_annotated.png",123_random,"0, 127, 255","255, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_2_size1.3_scolor-(255, 0, 0)_bcolor-(0, 0, 255)_annotated.png",123_random,"255, 0, 0","0, 0, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_30_size1.3_scolor-(0, 127, 255)_bcolor-(0, 0, 255)_annotated.png",123_random,"0, 127, 255","0, 0, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_31_size1.3_scolor-(0, 0, 255)_bcolor-(255, 255, 255)_annotated.png",123_random,"0, 0, 255","255, 255, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_32_size1.3_scolor-(0, 0, 255)_bcolor-(0, 0, 0)_annotated.png",123_random,"0, 0, 255","0, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_33_size1.3_scolor-(0, 0, 255)_bcolor-(255, 0, 0)_annotated.png",123_random,"0, 0, 255","255, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_34_size1.3_scolor-(127, 0, 255)_bcolor-(255, 255, 255)_annotated.png",123_random,"127, 0, 255","255, 255, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_35_size1.3_scolor-(127, 0, 255)_bcolor-(0, 0, 0)_annotated.png",123_random,"127, 0, 255","0, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_36_size1.3_scolor-(127, 0, 255)_bcolor-(255, 0, 0)_annotated.png",123_random,"127, 0, 255","255, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_37_size1.3_scolor-(127, 0, 255)_bcolor-(0, 0, 255)_annotated.png",123_random,"127, 0, 255","0, 0, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_38_size1.3_scolor-(255, 0, 255)_bcolor-(255, 255, 255)_annotated.png",123_random,"255, 0, 255","255, 255, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_39_size1.3_scolor-(255, 0, 255)_bcolor-(0, 0, 0)_annotated.png",123_random,"255, 0, 255","0, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_3_size1.3_scolor-(255, 127, 0)_bcolor-(255, 255, 255)_annotated.png",123_random,"255, 127, 0","255, 255, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_40_size1.3_scolor-(255, 0, 255)_bcolor-(255, 0, 0)_annotated.png",123_random,"255, 0, 255","255, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_41_size1.3_scolor-(255, 0, 255)_bcolor-(0, 0, 255)_annotated.png",123_random,"255, 0, 255","0, 0, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_42_size1.3_scolor-(255, 0, 127)_bcolor-(255, 255, 255)_annotated.png",123_random,"255, 0, 127","255, 255, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_43_size1.3_scolor-(255, 0, 127)_bcolor-(0, 0, 0)_annotated.png",123_random,"255, 0, 127","0, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_44_size1.3_scolor-(255, 0, 127)_bcolor-(255, 0, 0)_annotated.png",123_random,"255, 0, 127","255, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_45_size1.3_scolor-(255, 0, 127)_bcolor-(0, 0, 255)_annotated.png",123_random,"255, 0, 127","0, 0, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_46_size1.3_scolor-(255, 0, 0)_bcolor-(255, 255, 255)_annotated.png",123_random,"255, 0, 0","255, 255, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_47_size1.3_scolor-(255, 0, 0)_bcolor-(0, 0, 0)_annotated.png",123_random,"255, 0, 0","0, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_48_size1.3_scolor-(255, 0, 0)_bcolor-(0, 0, 255)_annotated.png",123_random,"255, 0, 0","0, 0, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_49_size1.3_scolor-(127, 127, 0)_bcolor-(255, 255, 255)_annotated.png",123_random,"127, 127, 0","255, 255, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_4_size1.3_scolor-(255, 127, 0)_bcolor-(0, 0, 0)_annotated.png",123_random,"255, 127, 0","0, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_50_size1.3_scolor-(127, 127, 0)_bcolor-(0, 0, 0)_annotated.png",123_random,"127, 127, 0","0, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_51_size1.3_scolor-(127, 127, 0)_bcolor-(255, 0, 0)_annotated.png",123_random,"127, 127, 0","255, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_52_size1.3_scolor-(127, 127, 0)_bcolor-(0, 0, 255)_annotated.png",123_random,"127, 127, 0","0, 0, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_53_size1.3_scolor-(127, 255, 127)_bcolor-(255, 255, 255)_annotated.png",123_random,"127, 255, 127","255, 255, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_54_size1.3_scolor-(127, 255, 127)_bcolor-(0, 0, 0)_annotated.png",123_random,"127, 255, 127","0, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_55_size1.3_scolor-(127, 255, 127)_bcolor-(255, 0, 0)_annotated.png",123_random,"127, 255, 127","255, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_56_size1.3_scolor-(127, 255, 127)_bcolor-(0, 0, 255)_annotated.png",123_random,"127, 255, 127","0, 0, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_57_size1.3_scolor-(127, 0, 127)_bcolor-(255, 255, 255)_annotated.png",123_random,"127, 0, 127","255, 255, 255",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
"images/VC_CoT/123_random_triangle_on_cross_58_size1.3_scolor-(127, 0, 127)_bcolor-(0, 0, 0)_annotated.png",123_random,"127, 0, 127","0, 0, 0",1.3,How many sides does the shape in the image have? Answer with the number.,arrow_on_plus/triangle_on_cross
